pattern,lib,users,faultPercentage,libnum,failThreshold,minCalls,breakDuration,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_origin,global_dist_to_origin
circuit_breaker,polly,50,75,1,10,2,100,1312.5,80.5,0.6047942986718496,0.7547393364928909,0.6838887372064638,0.4677561582247081
circuit_breaker,polly,50,75,1,10,2,200,1852.0,101.2,0.9543245869776482,1.0,0.9774291322929909,0.7189475722148678
circuit_breaker,polly,50,75,1,10,2,300,1922.5,86.3,1.0,0.8234597156398104,0.9159928775054961,0.6624071943162881
circuit_breaker,polly,50,75,1,10,2,400,1727.5,40.45,0.8736637512147716,0.2802132701421801,0.6487710794072284,0.6967857214083812
circuit_breaker,polly,50,75,1,10,2,500,1636.0,16.8,0.814382896015549,0.0,0.5758556682549337,0.6502468440087324
circuit_breaker,polly,50,75,1,10,4,100,539.0,34.849999999999994,0.10366051182377713,0.21386255924170608,0.16805162295702425,0.2833866152426188
circuit_breaker,polly,50,75,1,10,4,200,609.5,25.0,0.14933592484612893,0.09715639810426539,0.12597734745231615,0.16923108632919692
circuit_breaker,polly,50,75,1,10,4,300,832.5,26.45,0.2938127632005183,0.11433649289099523,0.22293359260790693,0.2015353706112869
circuit_breaker,polly,50,75,1,10,4,400,1050.5,38.2,0.43505021056041465,0.25355450236966826,0.356060789318756,0.24440958160596113
circuit_breaker,polly,50,75,1,10,4,500,1635.5,59.849999999999994,0.8140589569160998,0.5100710900473933,0.6792880472367611,0.41395468646380745
circuit_breaker,polly,50,75,1,10,6,100,555.0,41.75,0.11402656300615484,0.2956161137440758,0.2240434598199052,0.31472280231681443
circuit_breaker,polly,50,75,1,10,6,200,768.5,41.75,0.25234855847100746,0.2956161137440758,0.2748351157217231,0.25519601556875376
circuit_breaker,polly,50,75,1,10,6,300,808.0,35.2,0.27793974732750243,0.21800947867298578,0.24977853784477053,0.2065610596013608
circuit_breaker,polly,50,75,1,10,6,400,1075.5,52.85,0.4512471655328798,0.4271327014218009,0.4393554079702124,0.21698731400460458
circuit_breaker,polly,50,75,1,10,6,500,1231.0,62.8,0.5519922254616132,0.5450236966824644,0.5485190274345473,0.24930182424615552
circuit_breaker,polly,50,75,1,10,8,100,553.0,45.2,0.11273080660835763,0.33649289099526064,0.2509339559016668,0.34629226303410277
circuit_breaker,polly,50,75,1,10,8,200,628.5,42.9,0.16164561062520247,0.3092417061611374,0.24673846099042382,0.28907820806538576
circuit_breaker,polly,50,75,1,10,8,300,693.0,40.150000000000006,0.20343375445416262,0.2766587677725119,0.24282232829449724,0.2508691934300341
circuit_breaker,polly,50,75,1,10,8,400,817.5,41.0,0.2840945902170392,0.2867298578199052,0.2854152654957426,0.2830426052209614
circuit_breaker,polly,50,75,1,10,8,500,854.5,38.25,0.3080660835762877,0.2541469194312796,0.2823963247870283,0.37172259739171865
circuit_breaker,polly,50,75,1,10,10,100,548.0,45.650000000000006,0.10949141561386459,0.3418246445497631,0.2538035241231885,0.35678331186130335
circuit_breaker,polly,50,75,1,10,10,200,563.0,43.45,0.1192095885973437,0.31575829383886256,0.23865689403574475,0.3162556659470332
circuit_breaker,polly,50,75,1,10,10,300,633.0,45.349999999999994,0.1645610625202462,0.3382701421800947,0.26599533115106916,0.32670697830537593
circuit_breaker,polly,50,75,1,10,10,400,755.0,44.5,0.24360220278587624,0.3281990521327014,0.28901267361738203,0.321165820915901
circuit_breaker,polly,50,75,1,10,10,500,882.0,44.6,0.3258827340459994,0.32938388625592413,0.32763798686534434,0.3870656276278937
circuit_breaker,polly,50,75,1,20,2,100,546.0,28.15,0.10819565921606739,0.13447867298578195,0.12204674137644206,0.20762672408921554
circuit_breaker,polly,50,75,1,20,2,200,915.5,39.150000000000006,0.3475866537091027,0.2648104265402844,0.3089830447137343,0.20077060227310664
circuit_breaker,polly,50,75,1,20,2,300,1325.0,45.9,0.6128927761580822,0.34478672985781983,0.49725016045890336,0.27437901127196357
circuit_breaker,polly,50,75,1,20,2,400,1660.0,48.0,0.8299319727891157,0.3696682464454976,0.6424335342616084,0.5297352704823749
circuit_breaker,polly,50,75,1,20,2,500,1593.0,18.95,0.786524133462909,0.02547393364928908,0.5564481709086427,0.5594488619971927
circuit_breaker,polly,50,75,1,20,4,100,543.5,36.349999999999994,0.10657596371882086,0.2316350710900473,0.18029592646741452,0.28594862393065706
circuit_breaker,polly,50,75,1,20,4,200,610.0,28.4,0.14965986394557823,0.13744075829383884,0.14368026467924258,0.19614682237182915
circuit_breaker,polly,50,75,1,20,4,300,826.0,39.6,0.28960155490767736,0.27014218009478674,0.2800409417132686,0.18655944883392747
circuit_breaker,polly,50,75,1,20,4,400,982.5,29.25,0.39099449303530937,0.1475118483412322,0.2954965642651241,0.2516145005114096
circuit_breaker,polly,50,75,1,20,4,500,1082.0,27.15,0.45545837382572074,0.12263033175355446,0.33352700681800623,0.27488493753362225
circuit_breaker,polly,50,75,1,20,6,100,540.0,42.1,0.10430839002267574,0.29976303317535546,0.22443051963537833,0.32703339769322964
circuit_breaker,polly,50,75,1,20,6,200,546.5,31.95,0.10851959831551668,0.17950236966824643,0.14831993112032665,0.2600803129991432
circuit_breaker,polly,50,75,1,20,6,300,625.0,32.45,0.15937803692905733,0.1854265402843602,0.17289355178430948,0.21993889845314754
circuit_breaker,polly,50,75,1,20,6,400,699.0,32.7,0.20732102364755425,0.18838862559241706,0.19808114637550647,0.25015551409354425
circuit_breaker,polly,50,75,1,20,6,500,806.0,33.3,0.2766439909297052,0.1954976303317535,0.2395320658939485,0.233545967686744
circuit_breaker,polly,50,75,1,20,8,100,548.0,45.849999999999994,0.10949141561386459,0.34419431279620843,0.255399779810381,0.34346842360975177
circuit_breaker,polly,50,75,1,20,8,200,539.0,38.75,0.10366051182377713,0.2600710900473933,0.19796776706070965,0.2927436866189608
circuit_breaker,polly,50,75,1,20,8,300,635.0,38.0,0.1658568189180434,0.25118483412322273,0.21284067430254436,0.2556051491805002
circuit_breaker,polly,50,75,1,20,8,400,737.0,38.4,0.23194039520570134,0.2559241706161137,0.2442268699731078,0.2951561621697439
circuit_breaker,polly,50,75,1,20,8,500,843.0,39.6,0.3006154842889537,0.27014218009478674,0.28578529253676294,0.3600300958821138
circuit_breaker,polly,50,75,1,20,10,100,547.0,46.95,0.10884353741496598,0.3572274881516588,0.2640628655530219,0.35844902575928117
circuit_breaker,polly,50,75,1,20,10,200,541.5,44.3,0.10528020732102365,0.3258293838862559,0.24212466774087146,0.3186633145125611
circuit_breaker,polly,50,75,1,20,10,300,591.0,44.45,0.1373501781665047,0.32760663507109006,0.25118835441255327,0.312030501217029
circuit_breaker,polly,50,75,1,20,10,400,680.0,44.7,0.19501133786848074,0.3305687203791469,0.2713900337064364,0.34548045175054815
circuit_breaker,polly,50,75,1,20,10,500,875.0,47.650000000000006,0.3213475866537091,0.365521327014218,0.3441439465909563,0.33505921697867147
circuit_breaker,polly,50,75,1,30,2,100,513.5,33.1,0.08713961775186264,0.19312796208530805,0.14981942918254115,0.2635161926444169
circuit_breaker,polly,50,75,1,30,2,200,652.5,30.35,0.17719468739876904,0.16054502369668247,0.16907492699409307,0.17834594774275866
circuit_breaker,polly,50,75,1,30,2,300,1024.0,45.650000000000006,0.41788143828960156,0.3418246445497631,0.38175187235202784,0.21164356128546394
circuit_breaker,polly,50,75,1,30,2,400,832.5,20.75,0.2938127632005183,0.04680094786729857,0.21037617324782934,0.2765441183134156
circuit_breaker,polly,50,75,1,30,2,500,743.0,19.75,0.23582766439909297,0.034952606635071076,0.16857694386617234,0.23598424525169223
circuit_breaker,polly,50,75,1,30,4,100,546.0,44.349999999999994,0.10819565921606739,0.3264218009478672,0.24316403188716915,0.3257428662929473
circuit_breaker,polly,50,75,1,30,4,200,508.0,32.95,0.08357628765792031,0.19135071090047395,0.14764838370398134,0.25226050089933555
circuit_breaker,polly,50,75,1,30,4,300,524.0,30.0,0.09394233884029803,0.15639810426540282,0.1290068409903079,0.2090835674218743
circuit_breaker,polly,50,75,1,30,4,400,594.5,38.8,0.13961775186264982,0.26066350710900466,0.20909158349099874,0.18474621507774733
circuit_breaker,polly,50,75,1,30,4,500,815.0,39.75,0.2824748947197927,0.2719194312796208,0.2772474014796084,0.23247190977277396
circuit_breaker,polly,50,75,1,30,6,100,552.0,47.7,0.11208292840945902,0.36611374407582936,0.27074144163949276,0.3569846403874077
circuit_breaker,polly,50,75,1,30,6,200,512.0,38.650000000000006,0.08616780045351474,0.25888625592417064,0.19293390492786888,0.2870051060970804
circuit_breaker,polly,50,75,1,30,6,300,526.5,36.3,0.09556203433754454,0.23104265402843596,0.17679481099177316,0.23659577025052536
circuit_breaker,polly,50,75,1,30,6,400,729.5,50.900000000000006,0.2270813087139618,0.40402843601895744,0.3277231284782708,0.242216328407957
circuit_breaker,polly,50,75,1,30,6,500,816.0,42.45,0.2831227729186913,0.30390995260663506,0.2937003267265258,0.2605065142824054
circuit_breaker,polly,50,75,1,30,8,100,540.5,47.1,0.10463232912212504,0.35900473933649285,0.2644166477016754,0.35879660736645347
circuit_breaker,polly,50,75,1,30,8,200,527.5,44.5,0.09620991253644315,0.3281990521327014,0.24183771944330112,0.3173509477427254
circuit_breaker,polly,50,75,1,30,8,300,604.0,45.150000000000006,0.1457725947521866,0.3359004739336493,0.25891965720048704,0.31051440956444704
circuit_breaker,polly,50,75,1,30,8,400,635.5,43.7,0.1661807580174927,0.3187203791469194,0.2541640458629274,0.365599776616278
circuit_breaker,polly,50,75,1,30,8,500,612.5,43.05,0.15127955944282476,0.3110189573459715,0.24455908992898873,0.36007240244384436
circuit_breaker,polly,50,75,1,30,10,100,530.0,47.75,0.09782960803368966,0.3667061611374407,0.26836918677838556,0.3636938576556119
circuit_breaker,polly,50,75,1,30,10,200,525.0,48.2,0.09459021703919664,0.37203791469194314,0.27144015834788693,0.34465400825085896
circuit_breaker,polly,50,75,1,30,10,300,521.0,46.650000000000006,0.09199870424360221,0.3536729857819906,0.258406987574301,0.34900582504529504
circuit_breaker,polly,50,75,1,30,10,400,709.0,46.35,0.21379980563654033,0.35011848341232227,0.29008042791367966,0.37449885853132536
circuit_breaker,polly,50,75,1,30,10,500,534.0,49.05,0.10042112082928409,0.38210900473933646,0.27936686722971993,0.4617498045338757
circuit_breaker,polly,50,75,1,40,2,100,506.0,37.2,0.0822805312601231,0.24170616113744076,0.18054356005718752,0.3128053739378251
circuit_breaker,polly,50,75,1,40,2,200,507.5,34.849999999999994,0.08325234855847101,0.21386255924170608,0.16227776771004923,0.22131795535586019
circuit_breaker,polly,50,75,1,40,2,300,540.5,34.3,0.10463232912212504,0.207345971563981,0.16422587527751512,0.22708919621852688
circuit_breaker,polly,50,75,1,40,2,400,645.5,38.5,0.1726595400064788,0.25710900473933646,0.2189935582081137,0.25911660698827704
circuit_breaker,polly,50,75,1,40,2,500,601.5,25.9,0.14415289925494007,0.1078199052132701,0.1272894149640956,0.3144071761572803
circuit_breaker,polly,50,75,1,40,4,100,535.5,46.9,0.101392938127632,0.35663507109004733,0.2621727501415402,0.3526801083876722
circuit_breaker,polly,50,75,1,40,4,200,473.5,39.25,0.061224489795918366,0.2659952606635071,0.1930050735683101,0.3027637755711318
circuit_breaker,polly,50,75,1,40,4,300,527.0,43.0,0.09588597343699384,0.3104265402843602,0.22973762949817056,0.25718391758418696
circuit_breaker,polly,50,75,1,40,4,400,519.5,38.75,0.09102688694525429,0.2600710900473933,0.19483693954866907,0.2369166381509502
circuit_breaker,polly,50,75,1,40,4,500,675.5,40.6,0.192095885973437,0.2819905213270142,0.24126695124508968,0.25798993397817466
circuit_breaker,polly,50,75,1,40,6,100,544.5,49.849999999999994,0.10722384191771947,0.39158767772511843,0.2870869742967689,0.379569376268234
circuit_breaker,polly,50,75,1,40,6,200,530.5,48.2,0.09815354713313897,0.37203791469194314,0.27207198384172787,0.3460141227910265
circuit_breaker,polly,50,75,1,40,6,300,499.0,42.45,0.07774538386783285,0.30390995260663506,0.22181704624095488,0.3064704931452163
circuit_breaker,polly,50,75,1,40,6,400,503.5,46.1,0.08066083576287658,0.3471563981042654,0.25201560980492155,0.31047572980098675
circuit_breaker,polly,50,75,1,40,6,500,508.5,46.8,0.08390022675736962,0.3554502369668246,0.2582480580853511,0.3103643427300283
circuit_breaker,polly,50,75,1,40,8,100,550.0,52.8,0.11078717201166181,0.42654028436018954,0.3116170820609911,0.3811659120795993
circuit_breaker,polly,50,75,1,40,8,200,530.5,49.9,0.09815354713313897,0.39218009478672977,0.2858665296617861,0.36272821300802227
circuit_breaker,polly,50,75,1,40,8,300,533.0,48.75,0.09977324263038549,0.3785545023696682,0.2768196264802487,0.35096387948976404
circuit_breaker,polly,50,75,1,40,8,400,530.5,50.650000000000006,0.09815354713313897,0.4010663507109005,0.29196603953831374,0.34676655820673097
circuit_breaker,polly,50,75,1,40,8,500,552.0,51.8,0.11208292840945902,0.41469194312796204,0.30375318149451935,0.359611861810818
circuit_breaker,polly,50,75,1,40,10,100,553.0,53.6,0.11273080660835763,0.4360189573459715,0.3184499693229998,0.38462866475765384
circuit_breaker,polly,50,75,1,40,10,200,539.0,50.5,0.10366051182377713,0.39928909952606634,0.29169957722964246,0.37303699354653314
circuit_breaker,polly,50,75,1,40,10,300,535.5,51.1,0.101392938127632,0.4063981042654028,0.29617557888241475,0.3560171765693784
circuit_breaker,polly,50,75,1,40,10,400,597.5,52.5,0.14156138645934566,0.42298578199052134,0.3154018055611168,0.3815381778287353
circuit_breaker,polly,50,75,1,40,10,500,724.0,52.75,0.22351797862001943,0.4259478672985782,0.3401410534047505,0.4090012577011568
circuit_breaker,polly,50,75,1,50,2,100,500.0,41.0,0.07839326206673146,0.2867298578199052,0.21018981291071917,0.3209384727766693
circuit_breaker,polly,50,75,1,50,2,200,587.0,47.05,0.13475866537091027,0.35841232227488146,0.27075753973899086,0.30488913413759455
circuit_breaker,polly,50,75,1,50,2,300,604.0,47.55,0.1457725947521866,0.3643364928909952,0.2774803861833259,0.3407063578579103
circuit_breaker,polly,50,75,1,50,2,400,645.0,35.6,0.17233560090702948,0.22274881516587677,0.19914391027318518,0.41527560350461207
circuit_breaker,polly,50,75,1,50,2,500,379.0,27.3,0.0,0.12440758293838862,0.08796944552676242,0.3352427915449032
circuit_breaker,polly,50,75,1,50,4,100,546.5,50.349999999999994,0.10851959831551668,0.39751184834123215,0.2913693298806721,0.3757765026654713
circuit_breaker,polly,50,75,1,50,4,200,531.5,47.9,0.09880142533203758,0.36848341232227483,0.26976077068794657,0.3426286461260753
circuit_breaker,polly,50,75,1,50,4,300,494.5,45.55,0.07482993197278912,0.34063981042654023,0.24661204265655956,0.3281391689893251
circuit_breaker,polly,50,75,1,50,4,400,474.5,43.6,0.061872367994816976,0.3175355450236967,0.22875424834828983,0.30060169654884966
circuit_breaker,polly,50,75,1,50,4,500,486.0,45.349999999999994,0.06932296728215095,0.3382701421800947,0.24416425094938005,0.3377763388051023
circuit_breaker,polly,50,75,1,50,6,100,553.0,52.9,0.11273080660835763,0.4277251184834122,0.3127754879623881,0.3809999858932261
circuit_breaker,polly,50,75,1,50,6,200,539.0,51.55,0.10366051182377713,0.4117298578199052,0.3002223988412313,0.3736940999010488
circuit_breaker,polly,50,75,1,50,6,300,517.0,49.8,0.08940719144800778,0.3909952606635071,0.28361147697505523,0.36029419284531694
circuit_breaker,polly,50,75,1,50,6,400,522.0,50.349999999999994,0.0926465824425008,0.39751184834123215,0.2886165785345134,0.35762832061762095
circuit_breaker,polly,50,75,1,50,6,500,544.5,52.1,0.10722384191771947,0.4182464454976303,0.30530889394758737,0.35489432322090536
circuit_breaker,polly,50,75,1,50,8,100,551.0,54.0,0.11143505021056041,0.44075829383886256,0.32146978396357506,0.3854703894014813
circuit_breaker,polly,50,75,1,50,8,200,544.5,52.650000000000006,0.10722384191771947,0.4247630331753555,0.30977458468047714,0.38258061293417783
circuit_breaker,polly,50,75,1,50,8,300,545.0,53.0,0.10754778101716878,0.42890995260663506,0.3126741695813253,0.37454649905130016
circuit_breaker,polly,50,75,1,50,8,400,535.5,51.849999999999994,0.101392938127632,0.4152843601895734,0.3022760557174659,0.37585074101444227
circuit_breaker,polly,50,75,1,50,8,500,549.0,53.6,0.1101392938127632,0.4360189573459715,0.3179962226242965,0.3766262388144652
circuit_breaker,polly,50,75,1,50,10,100,553.0,54.1,0.11273080660835763,0.44194312796208524,0.32250733566190626,0.38980156353312956
circuit_breaker,polly,50,75,1,50,10,200,548.0,53.6,0.10949141561386459,0.4360189573459715,0.317884335299961,0.3830307560580623
circuit_breaker,polly,50,75,1,50,10,300,547.5,53.650000000000006,0.10916747651441529,0.436611374407583,0.31823499979622294,0.38674956068580285
circuit_breaker,polly,50,75,1,50,10,400,544.0,53.1,0.10689990281827016,0.43009478672985774,0.31337606385520045,0.3888370547584668
circuit_breaker,polly,50,75,1,50,10,500,546.0,53.5,0.10819565921606739,0.43483412322274884,0.31684934542467974,0.3744947743591059
circuit_breaker,resilience4j,50,75,0,10,2,100,508.5,11.149999999999999,0.14285714285714285,0.12604166666666664,0.13471203547088362,0.31529032695215425
circuit_breaker,resilience4j,50,75,0,10,2,200,687.0,5.85,0.2849184241941902,0.015625,0.2017704748845833,0.28712576163886044
circuit_breaker,resilience4j,50,75,0,10,2,300,1012.5,6.6,0.5439713489852765,0.03125,0.3852800222025933,0.3850066259334173
circuit_breaker,resilience4j,50,75,0,10,2,400,1314.5,6.6,0.7843215280541186,0.03125,0.5550391075722265,0.514112960643523
circuit_breaker,resilience4j,50,75,0,10,2,500,1585.5,5.1,1.0,0.0,0.7071067811865475,0.706446570920515
circuit_breaker,resilience4j,50,75,0,10,4,100,539.0,26.4,0.1671309192200557,0.4437499999999999,0.3352959936081407,0.5532450390305118
