pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,150,75,1,1,10,1.1,1766.0,153.25,0.0012596251014104953,0.9990033222591361,0.7064025851241583,0.7719411615923754
retry,polly,150,75,1,1,10,1.3,1764.5,153.4,0.0012382755234204871,1.0,0.707107323299042,0.7519224761657787
retry,polly,150,75,1,1,10,1.5,1792.0,149.64999999999998,0.0016296844532373077,0.9750830564784051,0.6894888044423512,0.7230548769073568
retry,polly,150,75,1,1,10,1.7,1795.0,143.4,0.0016723836092173245,0.9335548172757475,0.6601240011261864,0.6997858062502217
retry,polly,150,75,1,1,10,1.9,1810.0,143.9,0.0018858793891174085,0.9368770764119602,0.662473476015188,0.6893150407673007
retry,polly,150,75,1,1,30,1.1,1824.5,118.6,0.002092258643020823,0.7687707641196012,0.5436050336923236,0.5927409637577413
retry,polly,150,75,1,1,30,1.3,1791.0,110.95,0.0016154514012439688,0.7179401993355482,0.5076616685870602,0.6018596264619106
retry,polly,150,75,1,1,30,1.5,1778.0,94.69999999999999,0.0014304217253305626,0.6099667774086378,0.43131283058158076,0.5778833484541677
retry,polly,150,75,1,1,30,1.7,1781.0,89.1,0.0014731208813105795,0.5727574750830564,0.4050020341607242,0.5466350640178851
retry,polly,150,75,1,1,30,1.9,1787.5,80.35,0.0015656357192672826,0.5146179401993355,0.36389151926790775,0.5213970860075673
retry,polly,150,75,1,1,50,1.1,1752.5,77.8,0.0010674788995004199,0.4976744186046511,0.351909765738803,0.5176853188987874
retry,polly,150,75,1,1,50,1.3,1763.0,63.849999999999994,0.0012169259454304787,0.40498338870431894,0.28636779326173367,0.47906412389516156
retry,polly,150,75,1,1,50,1.5,1761.5,48.4,0.0011955763674404703,0.3023255813953488,0.2137781403334846,0.478872704510026
retry,polly,150,75,1,1,50,1.7,1787.5,31.35,0.0015656357192672826,0.18903654485049837,0.13367360716353083,0.4483979013459842
retry,polly,150,75,1,1,50,1.9,1807.5,23.4,0.0018502967591340611,0.1362126245847176,0.09632575640594285,0.39122058464270903
retry,polly,150,75,1,1,70,1.1,1728.5,41.9,0.0007258856516602855,0.2591362126245847,0.18323769208789067,0.44063107305923216
retry,polly,150,75,1,1,70,1.3,1793.5,26.4,0.001651034031227316,0.15614617940199335,0.11041819427796255,0.38155549616435386
retry,polly,150,75,1,1,70,1.5,1930.0,12.95,0.0035938456283180803,0.06677740863787375,0.04728709142456193,0.357659118648747
retry,polly,150,75,1,1,70,1.7,2116.5,6.5,0.006248309825075791,0.023920265780730896,0.017481711739571502,0.3503713233855761
retry,polly,150,75,1,1,70,1.9,2299.0,5.2,0.008845841813860146,0.015282392026578075,0.012486000629702324,0.29290915769489045
retry,polly,150,75,1,1,90,1.1,1834.0,16.7,0.002227472636957543,0.09169435215946843,0.06485682636505198,0.3690328226275423
retry,polly,150,75,1,1,90,1.3,2046.0,6.9,0.005244879659545397,0.026578073089700997,0.01915597467899508,0.3336868142858092
retry,polly,150,75,1,1,90,1.5,2373.0,5.0,0.009899087661367227,0.013953488372093023,0.012097350418119828,0.29416559686469307
retry,polly,150,75,1,1,90,1.7,2688.0,4.8,0.01438249903926899,0.012624584717607973,0.013532117681771655,0.2866779816235944
retry,polly,150,75,1,1,90,1.9,2960.0,3.6,0.01825388918145718,0.004651162790697675,0.013319868346843563,0.23290653337104203
retry,polly,150,75,1,3,10,1.1,1783.0,144.6,0.0015015869852972573,0.9415282392026577,0.6657618493048139,0.7185852405089227
retry,polly,150,75,1,3,10,1.3,1786.0,136.3,0.0015442861412772741,0.8863787375415283,0.6267653672569184,0.6833150245867098
retry,polly,150,75,1,3,10,1.5,1761.0,113.05,0.0011884598414438007,0.7318936877076412,0.5175276719862837,0.6218733107942381
retry,polly,150,75,1,3,10,1.7,1774.5,100.95,0.0013806060433538764,0.6514950166112956,0.4606775785418688,0.5844315677174993
retry,polly,150,75,1,3,10,1.9,1705.5,74.4,0.0003985254558134901,0.4750830564784053,0.33593456905728125,0.5453260422247157
retry,polly,150,75,1,3,30,1.1,1755.5,84.4,0.0011101780554804367,0.5415282392026578,0.3829190948158931,0.5511282904414543
retry,polly,150,75,1,3,30,1.3,1727.0,49.4,0.0007045360736702771,0.3089700996677741,0.2184754206538957,0.4906610196517794
retry,polly,150,75,1,3,30,1.5,1884.5,14.6,0.002946241762621159,0.07774086378737541,0.055010554636956116,0.42481122527122156
retry,polly,150,75,1,3,30,1.7,2197.5,5.5,0.0074011870365362446,0.01727574750830565,0.013289639226113719,0.3679927682943471
retry,polly,150,75,1,3,30,1.9,2816.5,3.8,0.016211446220413043,0.005980066445182724,0.012218268765380484,0.3413379101510274
retry,polly,150,75,1,3,50,1.1,1763.0,25.5,0.0012169259454304787,0.15016611295681065,0.10618696339314508,0.4405533365986694
retry,polly,150,75,1,3,50,1.3,2107.0,6.75,0.0061130958311390714,0.02558139534883721,0.018598087652151225,0.37554022129030873
retry,polly,150,75,1,3,50,1.5,2744.5,4.2,0.01518666647689264,0.008637873754152826,0.0123541025913066,0.33731647358365935
retry,polly,150,75,1,3,50,1.7,3594.5,3.5,0.027284760671230732,0.00398671096345515,0.019498102846078034,0.2676138925374712
retry,polly,150,75,1,3,50,1.9,4540.5,3.3,0.04074922785692936,0.002657807308970099,0.02887527931144184,0.23190071450105343
retry,polly,150,75,1,3,70,1.1,2167.5,6.3,0.006974195476736077,0.022591362126245847,0.016718388757097694,0.37268848895738776
retry,polly,150,75,1,3,70,1.3,2951.5,4.4,0.018132908239513797,0.009966777408637877,0.014631114331040572,0.2939846293849526
retry,polly,150,75,1,3,70,1.5,3861.0,3.6,0.031077869027455556,0.004651162790697675,0.022220117670629605,0.2357633426784138
retry,polly,150,75,1,3,70,1.7,4935.0,3.2,0.04636416686830157,0.0019933554817275767,0.03281470276772476,0.2003091409806228
retry,polly,150,75,1,3,70,1.9,6388.0,3.1,0.06704479141462304,0.001328903654485051,0.047417138466767546,0.22674854301815306
retry,polly,150,75,1,3,90,1.1,2626.0,4.4,0.013500049815681977,0.009966777408637877,0.011865664687223158,0.32276471028040943
retry,polly,150,75,1,3,90,1.3,3695.5,3.7,0.028722298922557964,0.005315614617940201,0.020654614667952945,0.24827750174186536
retry,polly,150,75,1,3,90,1.5,4989.5,3.3,0.047139868201938544,0.002657807308970099,0.03338585863646277,0.2018306911024095
retry,polly,150,75,1,3,90,1.7,6239.0,3.2,0.06492406666761553,0.0019933554817275767,0.04592988078983833,0.22660198846513144
retry,polly,150,75,1,3,90,1.9,8099.5,3.2,0.09140465990122262,0.0019933554817275767,0.06464822239526276,0.3516454498819647
retry,polly,150,75,1,5,10,1.1,1790.5,138.6,0.0016083348752472992,0.9016611295681063,0.6375717133449006,0.6957236698999153
