pattern,lib,users,faultPercentage,libnum,failThreshold,minCalls,breakDuration,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_origin,global_dist_to_origin
circuit_breaker,polly,50,25,1,10,2,100,1015.0,53.7,0.3901060070671378,0.45881006864988555,0.4258458499529956,0.4677561582247081
circuit_breaker,polly,50,25,1,10,2,200,1878.0,101.0,1.0,1.0,1.0,0.7189475722148678
circuit_breaker,polly,50,25,1,10,2,300,1582.0,45.599999999999994,0.7908127208480565,0.366132723112128,0.6162134088076178,0.6624071943162881
circuit_breaker,polly,50,25,1,10,2,400,1697.0,48.0,0.8720848056537103,0.3935926773455377,0.6765526971020432,0.6967857214083812
circuit_breaker,polly,50,25,1,10,2,500,1653.0,18.95,0.8409893992932862,0.061212814645308915,0.5962424751728458,0.6502468440087324
circuit_breaker,polly,50,25,1,10,4,100,554.5,37.5,0.06466431095406361,0.27345537757437066,0.19869488749777314,0.2833866152426188
circuit_breaker,polly,50,25,1,10,4,200,605.5,23.0,0.10070671378091872,0.10755148741418764,0.10418532681130306,0.16923108632919692
circuit_breaker,polly,50,25,1,10,4,300,749.0,22.1,0.2021201413427562,0.09725400457665906,0.15860468615809017,0.2015353706112869
circuit_breaker,polly,50,25,1,10,4,400,1031.0,25.7,0.40141342756183745,0.13844393592677345,0.3002494489768791,0.24440958160596113
circuit_breaker,polly,50,25,1,10,4,500,1196.0,24.75,0.5180212014134276,0.12757437070938216,0.377240762097434,0.41395468646380745
circuit_breaker,polly,50,25,1,10,6,100,549.5,41.150000000000006,0.061130742049469965,0.31521739130434784,0.22704511820807463,0.31472280231681443
circuit_breaker,polly,50,25,1,10,6,200,551.0,31.55,0.06219081272084806,0.20537757437070941,0.1517360294084366,0.25519601556875376
circuit_breaker,polly,50,25,1,10,6,300,654.0,30.5,0.13498233215547703,0.19336384439359264,0.1667480229460023,0.2065610596013608
circuit_breaker,polly,50,25,1,10,6,400,788.5,33.3,0.23003533568904594,0.22540045766590383,0.22772968842640054,0.21698731400460458
circuit_breaker,polly,50,25,1,10,6,500,867.0,33.2,0.2855123674911661,0.2242562929061785,0.2567179355814786,0.24930182424615552
circuit_breaker,polly,50,25,1,10,8,100,547.5,44.45,0.05971731448763251,0.35297482837528604,0.2531376968333415,0.34629226303410277
circuit_breaker,polly,50,25,1,10,8,200,587.5,38.05,0.08798586572438162,0.27974828375286037,0.20736515477526568,0.28907820806538576
circuit_breaker,polly,50,25,1,10,8,300,665.5,39.05,0.1431095406360424,0.29118993135011434,0.22942527840316917,0.2508691934300341
