pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,50,75,1,1,10,1.1,601.0,38.3,0.0004344601832223462,1.0,0.7071068479217446,0.7719411615923754
retry,polly,50,75,1,1,10,1.3,597.0,37.05,0.0003745346407089192,0.9647887323943662,0.6822087064935939,0.7519224761657787
retry,polly,50,75,1,1,10,1.5,586.0,28.799999999999997,0.00020973939879699474,0.732394366197183,0.5178810440767208,0.7230548769073568
retry,polly,50,75,1,1,10,1.7,597.5,25.1,0.00038202533352309757,0.6281690140845071,0.4441826517319519,0.6997858062502217
retry,polly,50,75,1,1,10,1.9,602.0,24.8,0.000449441568850703,0.6197183098591549,0.43820713456789545,0.6893150407673007
retry,polly,50,75,1,1,30,1.1,655.5,7.0,0.00125094569996779,0.11830985915492959,0.08366237995181448,0.5927409637577413
retry,polly,50,75,1,1,30,1.3,725.5,4.6,0.0022996426939527635,0.05070422535211267,0.035890157599804955,0.6018596264619106
retry,polly,50,75,1,1,30,1.5,902.5,3.9,0.004951347950171912,0.03098591549295775,0.022188316807054007,0.5778833484541677
retry,polly,50,75,1,1,30,1.7,926.5,4.0,0.005310901205252474,0.033802816901408454,0.024195413843144917,0.5466350640178851
retry,polly,50,75,1,1,30,1.9,983.5,4.3,0.006164840186068809,0.04225352112676056,0.030194083047257535,0.5213970860075673
retry,polly,50,75,1,1,50,1.1,965.0,3.9,0.005887684551944209,0.03098591549295775,0.022302374182134974,0.5176853188987874
retry,polly,50,75,1,1,50,1.3,1162.0,3.7,0.008839017520730493,0.02535211267605635,0.018984965734380948,0.47906412389516156
retry,polly,50,75,1,1,50,1.5,1216.0,3.8,0.009648012344661758,0.028169014084507043,0.021054423486477868,0.478872704510026
retry,polly,50,75,1,1,50,1.7,1556.5,4.0,0.014749174151117237,0.033802816901408454,0.02607842564851385,0.4483979013459842
retry,polly,50,75,1,1,50,1.9,1592.5,4.0,0.01528850403373808,0.033802816901408454,0.02623326882090536,0.39122058464270903
retry,polly,50,75,1,1,70,1.1,1409.5,4.0,0.012546910463748792,0.033802816901408454,0.025495640731853293,0.44063107305923216
retry,polly,50,75,1,1,70,1.3,1531.0,3.9,0.01436714881759414,0.03098591549295775,0.024151003334060634,0.38155549616435386
retry,polly,50,75,1,1,70,1.5,1864.0,4.7,0.019355950231836942,0.05352112676056339,0.04024402948946368,0.357659118648747
retry,polly,50,75,1,1,70,1.7,2010.0,4.5,0.021543232533577032,0.04788732394366198,0.03713022126570884,0.3503713233855761
retry,polly,50,75,1,1,70,1.9,2367.5,5.85,0.026899077895714576,0.08591549295774648,0.06365937606437995,0.29290915769489045
retry,polly,50,75,1,1,90,1.1,1674.5,4.3,0.016516977655263335,0.04225352112676056,0.032079359395677375,0.3690328226275423
retry,polly,50,75,1,1,90,1.3,2144.0,3.8,0.023550738207776836,0.028169014084507043,0.02596276780915698,0.3336868142858092
retry,polly,50,75,1,1,90,1.5,2373.5,4.6,0.026988966209484714,0.05070422535211267,0.040616023719798895,0.29416559686469307
retry,polly,50,75,1,1,90,1.7,2664.5,7.2,0.03134854942733654,0.123943661971831,0.09040122480969401,0.2866779816235944
