pattern,lib,users,faultPercentage,libnum,failThreshold,minCalls,breakDuration,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_origin,global_dist_to_origin
circuit_breaker,polly,100,75,1,10,2,100,2588.0,174.4,0.24206200971236458,0.26804229545221236,0.25538274089812724,0.4677561582247081
circuit_breaker,polly,100,75,1,10,2,200,4263.5,282.5,0.4924168845722824,0.48999076070218667,0.49120532050527504,0.7189475722148678
circuit_breaker,polly,100,75,1,10,2,300,6372.0,428.8,0.8074710496824804,0.7903705985011807,0.7989665759750032,0.6624071943162881
circuit_breaker,polly,100,75,1,10,2,400,7660.5,530.9,1.0,1.0,1.0,0.6967857214083812
circuit_breaker,polly,100,75,1,10,2,500,5550.5,304.85,0.6847217033993276,0.5358792731752388,0.6148212774965172,0.6502468440087324
circuit_breaker,polly,100,75,1,10,4,100,1105.5,86.55,0.02054538662682107,0.08767067036238581,0.06367204784454349,0.2833866152426188
circuit_breaker,polly,100,75,1,10,4,200,1361.5,84.35,0.05879716100112066,0.08315368032029566,0.0720126401842122,0.16923108632919692
circuit_breaker,polly,100,75,1,10,4,300,1940.5,106.7,0.14531191632424356,0.12904219279334775,0.1374180492998272,0.2015353706112869
circuit_breaker,polly,100,75,1,10,4,400,1847.5,87.0,0.13141576391483004,0.08859460014372243,0.11206941192837679,0.24440958160596113
circuit_breaker,polly,100,75,1,10,4,500,2226.5,105.8,0.18804632050803138,0.1271943332306745,0.16053008606271463,0.41395468646380745
circuit_breaker,polly,100,75,1,10,6,100,1135.0,97.55,0.0249533059394845,0.11025562057283649,0.07993425218644006,0.31472280231681443
circuit_breaker,polly,100,75,1,10,6,200,1103.5,81.75,0.020246544639521854,0.07781541936146188,0.05685579152663485,0.25519601556875376
circuit_breaker,polly,100,75,1,10,6,300,1141.0,76.05,0.025849831901382143,0.06611230879786471,0.050194876152421845,0.2065610596013608
circuit_breaker,polly,100,75,1,10,6,400,1324.5,75.1,0.05326858423608517,0.0641617903705985,0.05896726808186695,0.21698731400460458
circuit_breaker,polly,100,75,1,10,6,500,1513.5,84.45,0.08150915203586104,0.0833589980494816,0.08243926376860296,0.24930182424615552
circuit_breaker,polly,100,75,1,10,8,100,1126.0,101.25,0.02360851699663803,0.11785237655271535,0.08498983684507094,0.34629226303410277
circuit_breaker,polly,100,75,1,10,8,200,1126.0,92.25,0.02360851699663803,0.09937378092598298,0.07222364713272865,0.28907820806538576
circuit_breaker,polly,100,75,1,10,8,300,1203.5,85.75,0.03518864400448263,0.08602812852889849,0.06572320581445677,0.2508691934300341
circuit_breaker,polly,100,75,1,10,8,400,1251.5,85.7,0.042360851699663804,0.08592546966430553,0.06774078569721641,0.2830426052209614
circuit_breaker,polly,100,75,1,10,8,500,1343.0,84.0,0.056032872618602916,0.08243506826814498,0.07048128579369953,0.37172259739171865
circuit_breaker,polly,100,75,1,10,10,100,1110.0,101.7,0.021217781098244303,0.11877630633405198,0.08531707092104594,0.35678331186130335
circuit_breaker,polly,100,75,1,10,10,200,1114.0,95.3,0.021815465072842734,0.10563597166615339,0.07627212146714152,0.3162556659470332
circuit_breaker,polly,100,75,1,10,10,300,1090.0,91.7,0.018229361225252146,0.09824453341546045,0.07065514120254184,0.32670697830537593
circuit_breaker,polly,100,75,1,10,10,400,1246.0,92.3,0.04153903623459096,0.09947643979057594,0.0762268115714764,0.321165820915901
circuit_breaker,polly,100,75,1,10,10,500,1206.5,89.55,0.035636906985431455,0.09383020223796326,0.07097216352734843,0.3870656276278937
circuit_breaker,polly,100,75,1,20,2,100,1081.5,76.9,0.01695928277923048,0.067857509495945,0.04945836060454374,0.20762672408921554
circuit_breaker,polly,100,75,1,20,2,200,1023.0,43.849999999999994,0.008218154650728428,0.0,0.005811112882369834,0.20077060227310664
circuit_breaker,polly,100,75,1,20,2,300,1354.5,46.05,0.0577512140455734,0.004516990042090141,0.04096099316897709,0.27437901127196357
circuit_breaker,polly,100,75,1,20,2,400,1412.5,45.5,0.06641763167725065,0.003387742531567613,0.04702541120009011,0.5297352704823749
circuit_breaker,polly,100,75,1,20,2,500,1712.0,50.2,0.11116921927530818,0.013037675803305634,0.07914725612626647,0.5594488619971927
circuit_breaker,polly,100,75,1,20,4,100,1104.0,91.15,0.020321255136346656,0.09711528590493793,0.07015815051266078,0.28594862393065706
circuit_breaker,polly,100,75,1,20,4,200,1078.0,73.4,0.016436309301456856,0.060671388974437974,0.044447551696019834,0.19614682237182915
circuit_breaker,polly,100,75,1,20,4,300,1010.5,56.05,0.00635039223010833,0.02504876296068166,0.018272493088473694,0.18655944883392747
circuit_breaker,polly,100,75,1,20,4,400,1174.0,50.2,0.0307807246918192,0.013037675803305634,0.023637195295822106,0.2516145005114096
circuit_breaker,polly,100,75,1,20,4,500,1345.0,53.75,0.05633171460590213,0.02032645518940562,0.042346350793236724,0.27488493753362225
circuit_breaker,polly,100,75,1,20,6,100,1117.5,97.35,0.02233843855061636,0.10984498511446464,0.0792619914955353,0.32703339769322964
circuit_breaker,polly,100,75,1,20,6,200,1090.0,87.0,0.018229361225252146,0.08859460014372243,0.06395823944304123,0.2600803129991432
circuit_breaker,polly,100,75,1,20,6,300,1055.0,71.9,0.012999626447515875,0.05759162303664924,0.041747966008959414,0.21993889845314754
circuit_breaker,polly,100,75,1,20,6,400,1088.0,68.1,0.017930519237952934,0.04978954932758444,0.03741993280583601,0.25015551409354425
circuit_breaker,polly,100,75,1,20,6,500,1111.0,61.650000000000006,0.02136720209189391,0.03654655579509293,0.029934996790710332,0.233545967686744
circuit_breaker,polly,100,75,1,20,8,100,1110.0,102.1,0.021217781098244303,0.11959757725079562,0.08588880811547288,0.34346842360975177
circuit_breaker,polly,100,75,1,20,8,200,1062.5,89.4,0.014120283899887934,0.0935222256441844,0.06687970210331075,0.2927436866189608
