pattern,lib,users,faultPercentage,libnum,failThreshold,minCalls,breakDuration,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_origin,global_dist_to_origin
circuit_breaker,polly,150,75,1,10,2,100,1650.0,130.25,0.054140127388535034,0.2638282387190684,0.19044223919505426,0.4677561582247081
circuit_breaker,polly,150,75,1,10,2,200,1639.0,95.0,0.04875061244487996,0.00727802037845706,0.03485392226407324,0.7189475722148678
circuit_breaker,polly,150,75,1,10,2,300,1988.0,94.0,0.2197452229299363,0.0,0.15538333726710757,0.6624071943162881
circuit_breaker,polly,150,75,1,10,2,400,2546.5,120.2,0.49338559529642334,0.19068413391557498,0.37402525621483035,0.6967857214083812
circuit_breaker,polly,150,75,1,10,2,500,3030.5,113.7,0.7305242528172464,0.1433770014556041,0.5264136436779524,0.6502468440087324
circuit_breaker,polly,150,75,1,10,4,100,1679.0,146.2,0.06834884860362567,0.3799126637554584,0.27295164149278284,0.2833866152426188
circuit_breaker,polly,150,75,1,10,4,200,1571.0,117.9,0.015433610975012248,0.17394468704512375,0.12348066751308494,0.16923108632919692
circuit_breaker,polly,150,75,1,10,4,300,1818.0,112.25,0.13645271925526703,0.13282387190684133,0.13465052086880636,0.2015353706112869
circuit_breaker,polly,150,75,1,10,4,400,2084.0,122.25,0.266780989710926,0.20560407569141192,0.23816499786079087,0.24440958160596113
circuit_breaker,polly,150,75,1,10,4,500,2713.0,141.7,0.5749632533072023,0.34716157205240167,0.4749230989136541,0.41395468646380745
circuit_breaker,polly,150,75,1,10,6,100,1707.0,155.0,0.08206761391474768,0.44395924308588064,0.3192451274295726,0.31472280231681443
circuit_breaker,polly,150,75,1,10,6,200,1654.0,138.1,0.0560999510044096,0.3209606986899563,0.23039419980355633,0.25519601556875376
circuit_breaker,polly,150,75,1,10,6,300,1691.0,126.30000000000001,0.07422831945124939,0.2350800582241631,0.17431648972950411,0.2065610596013608
circuit_breaker,polly,150,75,1,10,6,400,1794.0,115.6,0.12469377756001959,0.15720524017467244,0.14188380052099692,0.21698731400460458
circuit_breaker,polly,150,75,1,10,6,500,2022.5,132.35000000000002,0.23664870161685447,0.2791120815138284,0.25875293430599483,0.24930182424615552
circuit_breaker,polly,150,75,1,10,8,100,1701.5,159.25,0.07937285644292014,0.4748908296943231,0.3404565687923138,0.34629226303410277
circuit_breaker,polly,150,75,1,10,8,200,1665.5,145.5,0.061734443900048994,0.37481804949053854,0.26860725212430514,0.28907820806538576
circuit_breaker,polly,150,75,1,10,8,300,1713.0,137.05,0.08500734933855952,0.3133187772925765,0.22955925775895322,0.2508691934300341
circuit_breaker,polly,150,75,1,10,8,400,1992.5,150.85000000000002,0.2219500244977952,0.413755458515284,0.3320055668401998,0.2830426052209614
circuit_breaker,polly,150,75,1,10,8,500,2366.5,167.25,0.40519353258206764,0.5331149927219796,0.4734941363476909,0.37172259739171865
circuit_breaker,polly,150,75,1,10,10,100,1689.0,160.2,0.0732484076433121,0.48180494905385723,0.3446021896006109,0.35678331186130335
circuit_breaker,polly,150,75,1,10,10,200,1765.0,154.8,0.11048505634492896,0.4425036390101893,0.32250303735996194,0.3162556659470332
circuit_breaker,polly,150,75,1,10,10,300,2124.5,175.25,0.28662420382165604,0.591339155749636,0.46466946926772074,0.32670697830537593
circuit_breaker,polly,150,75,1,10,10,400,1978.0,157.3,0.21484566389024987,0.46069868995633195,0.3594453659597816,0.321165820915901
