pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,150,50,1,1,10,1.1,1790.0,170.0,0.15720653789004457,0.9779696338195892,0.700406489200591,0.7719411615923754
retry,polly,150,50,1,1,10,1.3,1831.0,173.7,0.18157503714710252,1.0,0.7186687324890974,0.7519224761657787
retry,polly,150,50,1,1,10,1.5,1832.0,170.9,0.18216939078751856,0.9833283715391486,0.7071493382637537,0.7230548769073568
retry,polly,150,50,1,1,10,1.7,1789.0,164.5,0.15661218424962853,0.9452217922000596,0.6774849122693922,0.6997858062502217
retry,polly,150,50,1,1,10,1.9,1799.0,165.55,0.162555720653789,0.951473652872879,0.6825417475980983,0.6893150407673007
retry,polly,150,50,1,1,30,1.1,1773.0,151.9,0.14710252600297177,0.8701994641262282,0.6240537879550246,0.5927409637577413
retry,polly,150,50,1,1,30,1.3,1812.0,151.3,0.17028231797919763,0.8666269723131885,0.6245151627290936,0.6018596264619106
retry,polly,150,50,1,1,30,1.5,1762.5,142.3,0.14086181277860327,0.8130395951175946,0.583470407787857,0.5778833484541677
retry,polly,150,50,1,1,30,1.7,1812.0,145.4,0.17028231797919763,0.8314974694849658,0.6001600243169609,0.5466350640178851
retry,polly,150,50,1,1,30,1.9,1775.5,137.7,0.1485884101040119,0.7856504912176243,0.565387128420754,0.5213970860075673
retry,polly,150,50,1,1,50,1.1,1773.0,136.1,0.14710252600297177,0.776123846382852,0.5585729039617693,0.5176853188987874
retry,polly,150,50,1,1,50,1.3,1772.0,132.2,0.14650817236255573,0.7529026495980946,0.5423684376606218,0.47906412389516156
retry,polly,150,50,1,1,50,1.5,1754.5,123.55,0.13610698365527488,0.7013992259601072,0.5052157881426385,0.478872704510026
retry,polly,150,50,1,1,50,1.7,1743.5,114.4,0.12956909361069838,0.6469187258112534,0.4665254483007082,0.4483979013459842
retry,polly,150,50,1,1,50,1.9,1736.0,106.8,0.125111441307578,0.6016671628460851,0.43454358100961343,0.39122058464270903
retry,polly,150,50,1,1,70,1.1,1778.0,122.85,0.150074294205052,0.6972313188448943,0.5043083410768332,0.44063107305923216
retry,polly,150,50,1,1,70,1.3,1759.0,112.5,0.1387815750371471,0.6356058350699614,0.46002994638652295,0.38155549616435386
retry,polly,150,50,1,1,70,1.5,1724.5,98.5,0.11827637444279346,0.5522476927657041,0.3993537372533124,0.357659118648747
retry,polly,150,50,1,1,70,1.7,1718.5,91.1,0.11471025260029717,0.5081869604048824,0.3683832439031242,0.3503713233855761
retry,polly,150,50,1,1,70,1.9,1701.0,82.55,0.10430906389301635,0.4572789520690682,0.33165073557556185,0.29290915769489045
retry,polly,150,50,1,1,90,1.1,1741.5,104.8,0.12838038632986626,0.5897588568026199,0.42678860854721673,0.3690328226275423
retry,polly,150,50,1,1,90,1.3,1725.0,92.6,0.11857355126300148,0.5171181899374814,0.37514724404114763,0.3336868142858092
retry,polly,150,50,1,1,90,1.5,1735.5,80.05,0.12481426448736999,0.4423935695147365,0.3250312838539647,0.29416559686469307
retry,polly,150,50,1,1,90,1.7,1709.0,67.7,0.10906389301634473,0.36885977969633826,0.27198572557903833,0.2866779816235944
retry,polly,150,50,1,1,90,1.9,1670.0,55.5,0.08588410104011887,0.2962191128311998,0.21808466431408285,0.23290653337104203
retry,polly,150,50,1,3,10,1.1,1777.0,164.6,0.14947994056463595,0.9458172075022329,0.6770946915456245,0.7185852405089227
retry,polly,150,50,1,3,10,1.3,1786.0,163.0,0.1548291233283804,0.9362905626674606,0.6710484614283773,0.6833150245867098
retry,polly,150,50,1,3,10,1.5,1770.5,156.0,0.14561664190193166,0.894611491515332,0.6409110418576366,0.6218733107942381
retry,polly,150,50,1,3,10,1.7,1753.0,148.2,0.1352154531946508,0.8481690979458172,0.6073195359499215,0.5844315677174993
retry,polly,150,50,1,3,10,1.9,1736.0,142.5,0.125111441307578,0.8142304257219412,0.5825049608876276,0.5453260422247157
retry,polly,150,50,1,3,30,1.1,1761.0,141.6,0.1399702823179792,0.8088716880023816,0.5804589079271663,0.5511282904414543
retry,polly,150,50,1,3,30,1.3,1727.5,127.65,0.12005943536404161,0.7258112533492111,0.5202000785795237,0.4906610196517794
retry,polly,150,50,1,3,30,1.5,1706.0,115.1,0.10728083209509658,0.6510866329264662,0.4665956389158278,0.42481122527122156
retry,polly,150,50,1,3,30,1.7,1708.0,101.1,0.10846953937592868,0.567728490622209,0.40870605576416263,0.3679927682943471
retry,polly,150,50,1,3,30,1.9,1701.0,85.2,0.10430906389301635,0.4730574575766598,0.3425373986728534,0.3413379101510274
retry,polly,150,50,1,3,50,1.1,1730.5,115.8,0.12184249628528974,0.655254540041679,0.4712770449248845,0.4405533365986694
retry,polly,150,50,1,3,50,1.3,1700.5,97.15,0.10401188707280833,0.5442095861863651,0.3917796232255969,0.37554022129030873
retry,polly,150,50,1,3,50,1.5,1724.0,77.6,0.11797919762258544,0.4278058946114915,0.31379688855691956,0.33731647358365935
retry,polly,150,50,1,3,50,1.7,1652.5,52.8,0.07548291233283803,0.2801428996725216,0.20515569001513875,0.2676138925374712
retry,polly,150,50,1,3,50,1.9,1669.5,28.25,0.08558692421991085,0.13396844298898483,0.1124114436218965,0.23190071450105343
retry,polly,150,50,1,3,70,1.1,1735.0,94.45,0.12451708766716196,0.5281333730276868,0.3836856557305169,0.37268848895738776
retry,polly,150,50,1,3,70,1.3,1653.0,65.7,0.07578008915304606,0.35695147365287294,0.25802807643258635,0.2939846293849526
retry,polly,150,50,1,3,70,1.5,1723.5,41.150000000000006,0.11768202080237741,0.21077701696933615,0.17069857776593073,0.2357633426784138
