pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,100,50,1,1,10,1.1,1183.5,109.2,0.05621599838807173,0.9948088721094857,0.7045583476556483,0.7719411615923754
retry,polly,100,50,1,1,10,1.3,1186.5,109.75,0.05742494458996575,1.0,0.7082717078428167,0.7519224761657787
retry,polly,100,50,1,1,10,1.5,1203.0,108.5,0.06407414870038283,0.9882019820670127,0.7002316237834632,0.7230548769073568
retry,polly,100,50,1,1,10,1.7,1191.0,104.7,0.05923836389280677,0.9523360075507316,0.6747047706346693,0.6997858062502217
retry,polly,100,50,1,1,10,1.9,1167.0,102.2,0.04956679427765465,0.928739971684757,0.657652948788328,0.6893150407673007
retry,polly,100,50,1,1,30,1.1,1183.5,93.5,0.05621599838807173,0.8466257668711656,0.5999730942321319,0.5927409637577413
retry,polly,100,50,1,1,30,1.3,1188.0,90.55,0.05802941769091276,0.8187824445493157,0.5804188594539721,0.6018596264619106
retry,polly,100,50,1,1,30,1.5,1177.0,85.25,0.0535966149506347,0.7687588485134498,0.5449141052963723,0.5778833484541677
retry,polly,100,50,1,1,30,1.7,1167.0,79.15,0.04956679427765465,0.711184521000472,0.5041033078673627,0.5466350640178851
retry,polly,100,50,1,1,30,1.9,1172.5,77.0,0.05178319564779367,0.6908919301557338,0.4899046634324953,0.5213970860075673
retry,polly,100,50,1,1,50,1.1,1177.0,76.75,0.0535966149506347,0.6885323265691364,0.4883386948957017,0.5176853188987874
retry,polly,100,50,1,1,50,1.3,1154.0,68.75,0.04432802740278058,0.6130250117980179,0.4346059359370174,0.47906412389516156
retry,polly,100,50,1,1,50,1.5,1182.0,67.0,0.05561152528712472,0.5965077866918358,0.4236237607410336,0.478872704510026
retry,polly,100,50,1,1,50,1.7,1175.5,57.6,0.05299214184968769,0.5077866918357716,0.3610093430254502,0.4483979013459842
retry,polly,100,50,1,1,50,1.9,1131.0,50.45,0.035059439854926454,0.4403020292590845,0.31232598458390304,0.39122058464270903
retry,polly,100,50,1,1,70,1.1,1137.5,61.0,0.03767882329236349,0.5398773006134969,0.3826794960815207,0.44063107305923216
retry,polly,100,50,1,1,70,1.3,1143.5,52.25,0.04009671569615152,0.45729117508258615,0.3245943356083331,0.38155549616435386
retry,polly,100,50,1,1,70,1.5,1116.5,42.1,0.02921619987910538,0.3614912694667296,0.2564464117862088,0.357659118648747
retry,polly,100,50,1,1,70,1.7,1136.0,36.05,0.03707435019141648,0.30438886267107124,0.21682606757526185,0.3503713233855761
retry,polly,100,50,1,1,70,1.9,1134.5,27.35,0.03646987709046948,0.22227465785747993,0.15927346838167009,0.29290915769489045
retry,polly,100,50,1,1,90,1.1,1118.0,43.150000000000006,0.02982067298005239,0.37140160453043897,0.26346577043780073,0.3690328226275423
retry,polly,100,50,1,1,90,1.3,1130.0,36.1,0.03465645778762845,0.3048607833883908,0.2169575618808538,0.3336868142858092
retry,polly,100,50,1,1,90,1.5,1142.5,26.75,0.03969373362885351,0.21661160924964604,0.15571798507417137,0.29416559686469307
retry,polly,100,50,1,1,90,1.7,1160.5,16.15,0.04694741084021761,0.11656441717791409,0.08885753411114607,0.2866779816235944
retry,polly,100,50,1,1,90,1.9,1286.0,13.7,0.09752166028611726,0.09344030202925907,0.0955027860019801,0.23290653337104203
retry,polly,100,50,1,3,10,1.1,1185.0,105.8,0.05682047148901874,0.9627182633317602,0.6819292560569442,0.7185852405089227
