pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,100,25,1,1,10,1.1,1184.0,114.9,0.8357843137254902,0.9918809201623817,0.9171595223437856,0.7719411615923754
retry,polly,100,25,1,1,10,1.3,1179.0,114.1,0.8112745098039216,0.9810554803788903,0.9001767009423894,0.7519224761657787
retry,polly,100,25,1,1,10,1.5,1174.0,112.6,0.7867647058823529,0.9607577807848443,0.8780814927330959,0.7230548769073568
retry,polly,100,25,1,1,10,1.7,1184.0,112.5,0.8357843137254902,0.959404600811908,0.8997201251302109,0.6997858062502217
retry,polly,100,25,1,1,10,1.9,1173.0,112.0,0.7818627450980392,0.952638700947226,0.8714441596323483,0.6893150407673007
retry,polly,100,25,1,1,30,1.1,1163.0,105.65,0.7328431372549019,0.8667117726657646,0.802573473489823,0.5927409637577413
retry,polly,100,25,1,1,30,1.3,1179.0,106.8,0.8112745098039216,0.8822733423545329,0.8475177227902174,0.6018596264619106
retry,polly,100,25,1,1,30,1.5,1217.5,108.5,1.0,0.9052774018944519,0.9538152793861002,0.5778833484541677
retry,polly,100,25,1,1,30,1.7,1193.0,104.45,0.8799019607843137,0.8504736129905277,0.8653128991830763,0.5466350640178851
retry,polly,100,25,1,1,30,1.9,1167.5,99.15,0.7549019607843137,0.7787550744248986,0.7669212594323263,0.5213970860075673
retry,polly,100,25,1,1,50,1.1,1165.0,100.55,0.7426470588235294,0.797699594046008,0.770665068729732,0.5176853188987874
retry,polly,100,25,1,1,50,1.3,1164.0,98.5,0.7377450980392157,0.7699594046008118,0.7540243081009154,0.47906412389516156
retry,polly,100,25,1,1,50,1.5,1183.5,97.15,0.8333333333333334,0.7516914749661705,0.7935630151353015,0.478872704510026
retry,polly,100,25,1,1,50,1.7,1178.0,94.25,0.8063725490196079,0.7124492557510148,0.7608615609401472,0.4483979013459842
retry,polly,100,25,1,1,50,1.9,1160.5,87.15,0.7205882352941176,0.6163734776725305,0.6705086385806003,0.39122058464270903
retry,polly,100,25,1,1,70,1.1,1176.0,95.35,0.7965686274509803,0.7273342354533151,0.7627373952749389,0.44063107305923216
retry,polly,100,25,1,1,70,1.3,1142.0,89.7,0.6299019607843137,0.6508795669824087,0.6404766548888143,0.38155549616435386
retry,polly,100,25,1,1,70,1.5,1144.0,83.3,0.6397058823529411,0.5642760487144789,0.6031712340081297,0.357659118648747
retry,polly,100,25,1,1,70,1.7,1148.0,81.35,0.6593137254901961,0.5378890392422191,0.6016723390503669,0.3503713233855761
retry,polly,100,25,1,1,70,1.9,1122.0,75.35,0.5318627450980392,0.45669824086603505,0.49570720331328283,0.29290915769489045
retry,polly,100,25,1,1,90,1.1,1143.5,86.65,0.6372549019607843,0.6096075778078485,0.6235844806414768,0.3690328226275423
retry,polly,100,25,1,1,90,1.3,1135.0,81.7,0.5955882352941176,0.5426251691474966,0.5697224851684854,0.3336868142858092
retry,polly,100,25,1,1,90,1.5,1134.5,76.1,0.5931372549019608,0.4668470906630581,0.533740578002645,0.29416559686469307
retry,polly,100,25,1,1,90,1.7,1122.0,71.8,0.5318627450980392,0.4086603518267929,0.47427906488607524,0.2866779816235944
retry,polly,100,25,1,1,90,1.9,1107.0,66.69999999999999,0.4583333333333333,0.33964817320703633,0.4033796759923096,0.23290653337104203
retry,polly,100,25,1,3,10,1.1,1190.0,114.65,0.8651960784313726,0.9884979702300407,0.9288951747323096,0.7185852405089227
retry,polly,100,25,1,3,10,1.3,1179.0,113.0,0.8112745098039216,0.9661705006765899,0.892090737154928,0.6833150245867098
retry,polly,100,25,1,3,10,1.5,1161.5,109.7,0.7254901960784313,0.9215155615696886,0.8293150652258221,0.6218733107942381
retry,polly,100,25,1,3,10,1.7,1185.5,110.0,0.8431372549019608,0.925575101488498,0.885316242678021,0.5844315677174993
retry,polly,100,25,1,3,10,1.9,1160.0,107.0,0.7181372549019608,0.884979702300406,0.8058877683529634,0.5453260422247157
retry,polly,100,25,1,3,30,1.1,1188.0,106.2,0.8553921568627451,0.8741542625169146,0.864824090985788,0.5511282904414543
retry,polly,100,25,1,3,30,1.3,1177.0,102.9,0.8014705882352942,0.8294993234100135,0.8156053676085938,0.4906610196517794
retry,polly,100,25,1,3,30,1.5,1143.0,95.3,0.6348039215686274,0.726657645466847,0.6822782982604422,0.42481122527122156
retry,polly,100,25,1,3,30,1.7,1131.0,92.35,0.5759803921568627,0.6867388362652231,0.6337837333760177,0.3679927682943471
retry,polly,100,25,1,3,30,1.9,1134.0,90.6,0.5906862745098039,0.6630581867388361,0.6279157721763583,0.3413379101510274
retry,polly,100,25,1,3,50,1.1,1152.5,95.95,0.6813725490196079,0.7354533152909336,0.7089288150194994,0.4405533365986694
retry,polly,100,25,1,3,50,1.3,1153.0,91.1,0.6838235294117647,0.6698240866035181,0.6768600026487751,0.37554022129030873
retry,polly,100,25,1,3,50,1.5,1130.0,84.6,0.571078431372549,0.5818673883626521,0.5764981493547505,0.33731647358365935
retry,polly,100,25,1,3,50,1.7,1089.5,75.65,0.37254901960784315,0.4607577807848444,0.41898120755264173,0.2676138925374712
retry,polly,100,25,1,3,50,1.9,1068.0,72.6,0.26715686274509803,0.41948579161028404,0.35166825181889094,0.23190071450105343
retry,polly,100,25,1,3,70,1.1,1141.0,85.2,0.625,0.5899864682002706,0.60774543711139,0.37268848895738776
retry,polly,100,25,1,3,70,1.3,1121.5,80.1,0.5294117647058824,0.5209742895805141,0.5252099708749434,0.2939846293849526
retry,polly,100,25,1,3,70,1.5,1098.0,70.6,0.41421568627450983,0.39242219215155605,0.4034661148404509,0.2357633426784138
retry,polly,100,25,1,3,70,1.7,1083.5,67.55,0.3431372549019608,0.35115020297699584,0.3471668480373944,0.2003091409806228
retry,polly,100,25,1,3,70,1.9,1023.0,58.0,0.04656862745098039,0.22192151556156967,0.16033994532213766,0.22674854301815306
retry,polly,100,25,1,3,90,1.1,1140.5,77.6,0.6225490196078431,0.48714479025710405,0.5589621313154071,0.32276471028040943
retry,polly,100,25,1,3,90,1.3,1091.5,67.6,0.38235294117647056,0.35182679296346403,0.36740703849630707,0.24827750174186536
retry,polly,100,25,1,3,90,1.5,1084.0,61.5,0.34558823529411764,0.26928281461434367,0.3097938529250745,0.2018306911024095
retry,polly,100,25,1,3,90,1.7,1061.0,54.0,0.23284313725490197,0.16779431664411362,0.20294193660351498,0.22660198846513144
retry,polly,100,25,1,3,90,1.9,1013.5,41.6,0.0,0.0,0.0,0.3516454498819647
retry,polly,100,25,1,5,10,1.1,1200.0,115.5,0.9142156862745098,1.0,0.9580684529380906,0.6957236698999153
retry,polly,100,25,1,5,10,1.3,1201.0,114.6,0.9191176470588235,0.9878213802435724,0.9540881323025834,0.6623086525502246
retry,polly,100,25,1,5,10,1.5,1170.5,109.9,0.7696078431372549,0.9242219215155617,0.8504358860103137,0.5878184156831084
retry,polly,100,25,1,5,10,1.7,1169.0,108.0,0.7622549019607843,0.8985115020297699,0.8331732877508248,0.543786646606426
retry,polly,100,25,1,5,10,1.9,1159.0,106.95,0.7132352941176471,0.8843031123139377,0.803335726587335,0.5006857278366269
retry,polly,100,25,1,5,30,1.1,1154.0,102.15,0.6887254901960784,0.8193504736129905,0.7568612816942283,0.5167833491958825
retry,polly,100,25,1,5,30,1.3,1179.0,101.75,0.8112745098039216,0.8139377537212449,0.8126072228298179,0.4639790866461401
retry,polly,100,25,1,5,30,1.5,1171.0,98.45,0.7720588235294118,0.7692828146143437,0.7706720689925728,0.4298941374053223
retry,polly,100,25,1,5,30,1.7,1145.5,94.6,0.6470588235294118,0.7171853856562921,0.6830226930733088,0.3892141992932303
retry,polly,100,25,1,5,30,1.9,1122.5,89.45,0.5343137254901961,0.6474966170500677,0.5936088890584836,0.30830606385607623
retry,polly,100,25,1,5,50,1.1,1147.5,95.2,0.6568627450980392,0.7253044654939107,0.6919303554416222,0.4261153150361101
retry,polly,100,25,1,5,50,1.3,1159.0,91.75,0.7132352941176471,0.6786197564276047,0.6961427147463902,0.36854451515498793
retry,polly,100,25,1,5,50,1.5,1107.0,80.6,0.4583333333333333,0.5277401894451961,0.4942565892328072,0.28647231260361766
retry,polly,100,25,1,5,50,1.7,1107.0,81.3,0.4583333333333333,0.537212449255751,0.49933288499747697,0.2570048397147863
retry,polly,100,25,1,5,50,1.9,1074.0,71.05,0.2965686274509804,0.39851150202976987,0.35125800207125646,0.2262875773691256
retry,polly,100,25,1,5,70,1.1,1118.0,83.45,0.5122549019607843,0.5663058186738836,0.5399571116518191,0.3279260817355231
retry,polly,100,25,1,5,70,1.3,1097.0,75.6,0.40931372549019607,0.46008119079837606,0.43543795654554235,0.270830885237524
retry,polly,100,25,1,5,70,1.5,1108.0,73.75,0.4632352941176471,0.43504736129905275,0.44936240624329693,0.2415275958602544
retry,polly,100,25,1,5,70,1.7,1052.5,63.349999999999994,0.19117647058823528,0.294316644113667,0.2481639880289899,0.23634416679448653
retry,polly,100,25,1,5,70,1.9,1034.0,55.349999999999994,0.10049019607843138,0.18606224627875495,0.14952832340091565,0.3027756966670868
retry,polly,100,25,1,5,90,1.1,1097.5,74.85,0.4117647058823529,0.44993234100135304,0.43127096151337296,0.2652894501794668
retry,polly,100,25,1,5,90,1.3,1113.0,71.65,0.4877450980392157,0.4066305818673884,0.4490232236594756,0.2505785223337739
retry,polly,100,25,1,5,90,1.5,1073.0,56.55,0.2916666666666667,0.20230040595399182,0.2509929268859925,0.2279148779565313
retry,polly,100,25,1,5,90,1.7,1040.0,53.150000000000006,0.12990196078431374,0.1562922868741543,0.14370420723131655,0.31231018834368784
retry,polly,100,25,1,5,90,1.9,1021.5,41.7,0.0392156862745098,0.0013531799729364197,0.027746181232918637,0.44165474844927216
retry,polly,100,25,1,7,10,1.1,1182.0,113.3,0.8259803921568627,0.970230040595399,0.9009966536845058,0.6798121625668018
retry,polly,100,25,1,7,10,1.3,1159.0,110.4,0.7132352941176471,0.9309878213802436,0.8292897287237492,0.612173953010258
retry,polly,100,25,1,7,10,1.5,1143.0,107.25,0.6348039215686274,0.888362652232747,0.7720635403646868,0.5584821748543715
retry,polly,100,25,1,7,10,1.7,1156.0,108.0,0.6985294117647058,0.8985115020297699,0.8047565651736366,0.5175219441571816
retry,polly,100,25,1,7,10,1.9,1159.0,106.6,0.7132352941176471,0.8795669824086603,0.8007317470035027,0.49050642653602156
retry,polly,100,25,1,7,30,1.1,1171.0,104.7,0.7720588235294118,0.8538565629228687,0.8139858282046666,0.5146035556058002
retry,polly,100,25,1,7,30,1.3,1164.0,101.6,0.7377450980392157,0.8119079837618401,0.7757133503353891,0.45384273687969284
retry,polly,100,25,1,7,30,1.5,1154.5,97.3,0.6911764705882353,0.753721244925575,0.7231253793592672,0.42351039566138365
retry,polly,100,25,1,7,30,1.7,1113.0,90.1,0.4877450980392157,0.6562922868741541,0.5781932403927734,0.3626738875296438
retry,polly,100,25,1,7,30,1.9,1129.0,90.0,0.5661764705882353,0.6549391069012178,0.6121686979894985,0.33643384837519635
retry,polly,100,25,1,7,50,1.1,1152.5,94.0,0.6813725490196079,0.7090663058186738,0.6953573098072742,0.4247016557920256
retry,polly,100,25,1,7,50,1.3,1140.0,89.35,0.6200980392156863,0.6461434370771311,0.6332546563259472,0.39396500087358305
retry,polly,100,25,1,7,50,1.5,1127.0,84.85,0.5563725490196079,0.5852503382949931,0.5709940331461353,0.2940791275763665
retry,polly,100,25,1,7,50,1.7,1138.5,79.85,0.6127450980392157,0.517591339648173,0.5671672372633483,0.28844515345831545
retry,polly,100,25,1,7,50,1.9,1068.0,70.1,0.26715686274509803,0.38565629228687404,0.3317405349759522,0.2851372656541189
retry,polly,100,25,1,7,70,1.1,1134.5,84.85,0.5931372549019608,0.5852503382949931,0.5892069931811049,0.3501767848769661
retry,polly,100,25,1,7,70,1.3,1085.5,76.65,0.35294117647058826,0.4742895805142084,0.4180419119136182,0.28342573262847076
retry,polly,100,25,1,7,70,1.5,1076.5,69.2,0.3088235294117647,0.37347767253044656,0.3426788176974895,0.22775903124368754
retry,polly,100,25,1,7,70,1.7,1017.0,60.150000000000006,0.01715686274509804,0.2510148849797023,0.1779084461466449,0.23715368761684488
retry,polly,100,25,1,7,70,1.9,1034.0,54.95,0.10049019607843138,0.18064952638700948,0.14617204057502314,0.32251346769379874
retry,polly,100,25,1,7,90,1.1,1121.0,78.3,0.5269607843137255,0.4966170500676589,0.5120137510958277,0.2940671541987251
retry,polly,100,25,1,7,90,1.3,1079.0,68.95,0.32107843137254904,0.37009472259810555,0.3464545156204674,0.23699338653652116
retry,polly,100,25,1,7,90,1.5,1089.5,60.55,0.37254901960784315,0.25642760487144783,0.31980297727731716,0.24211675701542698
retry,polly,100,25,1,7,90,1.7,1035.0,48.25,0.1053921568627451,0.0899864682002706,0.09799252825430053,0.34287738749741253
retry,polly,100,25,1,7,90,1.9,1028.0,46.75,0.07107843137254902,0.0696887686062246,0.0703870296156688,0.4513050598361728
retry,polly,100,25,1,9,10,1.1,1160.0,110.9,0.7181372549019608,0.9377537212449256,0.835195533568885,0.6711607480282041
retry,polly,100,25,1,9,10,1.3,1174.0,112.55,0.7867647058823529,0.960081190798376,0.877711397711962,0.6185705274225443
retry,polly,100,25,1,9,10,1.5,1181.0,110.7,0.821078431372549,0.9350473612990526,0.8799100403841084,0.5805456785247253
retry,polly,100,25,1,9,10,1.7,1157.0,107.4,0.7034313725490197,0.8903924221921516,0.8023759596920275,0.5378209823138049
retry,polly,100,25,1,9,10,1.9,1167.0,107.45,0.7524509803921569,0.8910690121786196,0.8246776528917522,0.5107726897605435
retry,polly,100,25,1,9,30,1.1,1180.0,104.9,0.8161764705882353,0.8565629228687416,0.8366134328276441,0.5254674377740636
retry,polly,100,25,1,9,30,1.3,1158.0,99.3,0.7083333333333334,0.780784844384303,0.7454398313517099,0.4623882682736958
retry,polly,100,25,1,9,30,1.5,1140.0,96.05,0.6200980392156863,0.73680649526387,0.6809571901750381,0.42960656402968844
retry,polly,100,25,1,9,30,1.7,1123.0,92.4,0.5367647058823529,0.6874154262516915,0.6167075148438534,0.3662276790683563
retry,polly,100,25,1,9,30,1.9,1123.0,88.95,0.5367647058823529,0.6407307171853857,0.5910381550398702,0.3410417904685066
retry,polly,100,25,1,9,50,1.1,1141.5,93.7,0.6274509803921569,0.7050067658998647,0.6673564537635286,0.41299800583792806
retry,polly,100,25,1,9,50,1.3,1118.5,88.65,0.5147058823529411,0.6366711772665765,0.5789094632542847,0.33455998302429196
retry,polly,100,25,1,9,50,1.5,1121.0,84.8,0.5269607843137255,0.5845737483085249,0.5565133131453439,0.31086241217266397
retry,polly,100,25,1,9,50,1.7,1091.0,76.55,0.3799019607843137,0.4729364005412719,0.4289489123221439,0.2662460967746582
retry,polly,100,25,1,9,50,1.9,1092.5,75.65,0.3872549019607843,0.4607577807848444,0.4255961064474342,0.34005453817977666
retry,polly,100,25,1,9,70,1.1,1128.5,84.55,0.5637254901960784,0.5811907983761839,0.5725247472441497,0.3476214502782129
retry,polly,100,25,1,9,70,1.3,1126.0,78.9,0.5514705882352942,0.5047361299052774,0.5286200764823156,0.27226251598955825
retry,polly,100,25,1,9,70,1.5,1093.0,71.2,0.3897058823529412,0.40054127198917455,0.3951607174980772,0.2352858938197584
retry,polly,100,25,1,9,70,1.7,1075.0,63.7,0.3014705882352941,0.29905277401894453,0.300264114755127,0.263596431142748
retry,polly,100,25,1,9,70,1.9,1046.0,53.0,0.15931372549019607,0.15426251691474963,0.15680846159317896,0.4209953062836094
retry,polly,100,25,1,9,90,1.1,1129.0,77.35,0.5661764705882353,0.48376184032476305,0.5265839505730081,0.28204443965971515
retry,polly,100,25,1,9,90,1.3,1097.5,68.75,0.4117647058823529,0.3673883626522327,0.3902078817903792,0.21777036870564
retry,polly,100,25,1,9,90,1.5,1061.0,59.25,0.23284313725490197,0.23883626522327467,0.23585873754485703,0.2593680538016823
retry,polly,100,25,1,9,90,1.7,1081.5,54.2,0.3333333333333333,0.17050067658998647,0.26474666365107813,0.34802846579882063
retry,polly,100,25,1,9,90,1.9,1032.5,47.2,0.09313725490196079,0.07577807848443845,0.08490248944956363,0.5805703262263184
retry,resilience4j,100,25,0,1,10,1.1,1203.0,117.15,0.9493670886075949,1.0,0.9750122740076816,0.7927965099935221
retry,resilience4j,100,25,0,1,10,1.3,1181.0,115.0,0.7637130801687764,0.9486873508353221,0.8611809793695577,0.7781154900209293
retry,resilience4j,100,25,0,1,10,1.5,1169.0,113.8,0.6624472573839663,0.9200477326968972,0.8016620856870555,0.7716471118178196
retry,resilience4j,100,25,0,1,10,1.7,1188.0,115.55,0.8227848101265823,0.9618138424821,0.8950029919964565,0.7747581818926689
retry,resilience4j,100,25,0,1,10,1.9,1197.5,116.2,0.9029535864978903,0.9773269689737469,0.9408754390600316,0.8063068772773679
retry,resilience4j,100,25,0,1,30,1.1,1189.0,110.4,0.8312236286919831,0.8389021479713604,0.8350717139164844,0.6703858424789265
retry,resilience4j,100,25,0,1,30,1.3,1183.0,109.3,0.7805907172995781,0.8126491646778041,0.7967811910386071,0.6508078612910814
retry,resilience4j,100,25,0,1,30,1.5,1199.0,110.9,0.9156118143459916,0.8508353221957041,0.8838172152843103,0.6539649326156087
retry,resilience4j,100,25,0,1,30,1.7,1175.0,108.6,0.7130801687763713,0.7959427207637229,0.7556481131581338,0.6266357214179124
retry,resilience4j,100,25,0,1,30,1.9,1176.5,108.75,0.7257383966244726,0.7995226730310262,0.7635223392362981,0.6500541200151072
retry,resilience4j,100,25,0,1,50,1.1,1169.0,101.75,0.6624472573839663,0.6324582338902147,0.647626353089136,0.543463170672149
retry,resilience4j,100,25,0,1,50,1.3,1185.0,104.3,0.7974683544303798,0.6933174224343673,0.7472097511973905,0.5585353764306483
retry,resilience4j,100,25,0,1,50,1.5,1174.0,102.5,0.7046413502109705,0.6503579952267302,0.6780431234008907,0.5360890887559394
retry,resilience4j,100,25,0,1,50,1.7,1193.0,104.85,0.8649789029535865,0.7064439140811454,0.7896997867218525,0.5424594024994251
retry,resilience4j,100,25,0,1,50,1.9,1193.0,104.2,0.8649789029535865,0.6909307875894988,0.7828070821708996,0.553057997066237
retry,resilience4j,100,25,0,1,70,1.1,1180.0,97.8,0.7552742616033755,0.5381861575178997,0.6557757049420195,0.4617265390679018
retry,resilience4j,100,25,0,1,70,1.3,1144.0,95.0,0.45147679324894513,0.47136038186157514,0.4615256788256969,0.41864529233031855
retry,resilience4j,100,25,0,1,70,1.5,1159.5,96.0,0.5822784810126582,0.4952267303102625,0.5405079758265376,0.42466536401870253
retry,resilience4j,100,25,0,1,70,1.7,1157.0,94.95,0.5611814345991561,0.4701670644391408,0.5176783127686952,0.42208160680292567
retry,resilience4j,100,25,0,1,70,1.9,1165.5,95.9,0.6329113924050633,0.49284009546539387,0.5672160921264728,0.4194869131649411
