pattern,lib,users,faultPercentage,libnum,maxRetries,backoffInterval,backoffMult,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_min,global_dist_to_min
retry,polly,100,75,1,1,10,1.1,1202.0,97.2,0.001201405417658393,1.0,0.7071072914964806,0.7719411615923754
retry,polly,100,75,1,1,10,1.3,1189.5,94.05,0.0010125051947561298,0.9665959703075291,0.6834869402488694,0.7519224761657787
retry,polly,100,75,1,1,10,1.5,1178.5,86.45,0.0008462729986021384,0.8860021208907741,0.626498393613638,0.7230548769073568
retry,polly,100,75,1,1,10,1.7,1162.0,81.4,0.0005969247043711511,0.8324496288441146,0.5886309288857522,0.6997858062502217
retry,polly,100,75,1,1,10,1.9,1193.0,82.0,0.0010653972571687635,0.8388123011664899,0.5931303447217725,0.6893150407673007
retry,polly,100,75,1,1,30,1.1,1171.5,55.25,0.000740488873776871,0.5551431601272535,0.3925458422654897,0.5927409637577413
retry,polly,100,75,1,1,30,1.3,1179.0,47.8,0.0008538290075182288,0.47613997879109227,0.3366823491268557,0.6018596264619106
retry,polly,100,75,1,1,30,1.5,1155.5,34.6,0.0004986965884619744,0.3361611876988336,0.23770211695878704,0.5778833484541677
retry,polly,100,75,1,1,30,1.7,1202.0,32.5,0.001201405417658393,0.31389183457051967,0.22195667052943469,0.5466350640178851
retry,polly,100,75,1,1,30,1.9,1198.0,23.7,0.0011409573463296687,0.2205726405090138,0.15597049644850267,0.5213970860075673
retry,polly,100,75,1,1,50,1.1,1195.5,24.7,0.001103177301749216,0.23117709437963946,0.16346875231366362,0.5176853188987874
retry,polly,100,75,1,1,50,1.3,1240.5,12.4,0.001783218104197363,0.1007423117709438,0.07124673061888938,0.47906412389516156
retry,polly,100,75,1,1,50,1.5,1347.0,7.0,0.003392648003324644,0.043478260869565216,0.03083722773464265,0.478872704510026
retry,polly,100,75,1,1,50,1.7,1545.0,5.1,0.00638482753409649,0.023329798515376456,0.01710329677881165,0.4483979013459842
retry,polly,100,75,1,1,50,1.9,1604.0,5.0,0.007276436586195172,0.022269353128313893,0.01656608913030567,0.39122058464270903
retry,polly,100,75,1,1,70,1.1,1449.5,5.9,0.004941629831123201,0.03181336161187699,0.022765211205212826,0.44063107305923216
retry,polly,100,75,1,1,70,1.3,1537.0,5.1,0.006263931391439042,0.023329798515376456,0.017080929940209884,0.38155549616435386
retry,polly,100,75,1,1,70,1.5,1766.0,4.4,0.0097245834750085,0.0159066808059385,0.013183133505059045,0.357659118648747
retry,polly,100,75,1,1,70,1.7,1990.5,3.8,0.013117231478333144,0.009544008483563095,0.011470611570236745,0.3503713233855761
retry,polly,100,75,1,1,70,1.9,2293.0,4.2,0.01768861687256791,0.013785790031813365,0.01585772956109636,0.29290915769489045
retry,polly,100,75,1,1,90,1.1,1761.5,4.6,0.009656579394763685,0.018027571580063625,0.014461031475688241,0.3690328226275423
retry,polly,100,75,1,1,90,1.3,1936.0,3.9,0.012293626506479277,0.010604453870625663,0.011480150142202791,0.3336868142858092
retry,polly,100,75,1,1,90,1.5,2319.0,4.2,0.018081529336204615,0.013785790031813365,0.016077775187153115,0.29416559686469307
retry,polly,100,75,1,1,90,1.7,2622.5,7.4,0.022668026748271564,0.04772004241781548,0.03735667199456118,0.2866779816235944
retry,polly,100,75,1,1,90,1.9,2819.0,5.3,0.025637538252295138,0.02545068928950159,0.025544284614651542,0.23290653337104203
retry,polly,100,75,1,3,10,1.1,1179.5,82.65,0.0008613850164343194,0.8457051961823966,0.5980041892972207,0.7185852405089227
