pattern,lib,users,faultPercentage,libnum,failThreshold,minCalls,breakDuration,totalExecutionTime,successTimePerRequest,rel_totalExecutionTime,rel_successTimePerRequest,local_dist_to_origin,global_dist_to_origin
circuit_breaker,polly,50,50,1,10,2,100,1441.0,91.0,0.3433256921177923,0.5442348008385745,0.4550077193366964,0.4677561582247081
circuit_breaker,polly,50,50,1,10,2,200,2414.5,145.35,0.6866513842355846,1.0,0.857755828739346,0.7189475722148678
circuit_breaker,polly,50,50,1,10,2,300,2235.0,123.85,0.6233468524069828,0.8197064989517819,0.7281758176530859,0.6624071943162881
circuit_breaker,polly,50,50,1,10,2,400,3303.0,140.6,1.0,0.960167714884696,0.9802861930851875,0.6967857214083812
circuit_breaker,polly,50,50,1,10,2,500,2662.0,63.7,0.7739375771468877,0.31530398322851155,0.5909297653527703,0.6502468440087324
circuit_breaker,polly,50,50,1,10,4,100,542.0,34.4,0.026274025745018515,0.06960167714884694,0.05260569308916201,0.2833866152426188
circuit_breaker,polly,50,50,1,10,4,200,726.5,33.1,0.09134191500617175,0.05870020964360587,0.07677584271500373,0.16923108632919692
circuit_breaker,polly,50,50,1,10,4,300,1093.5,46.5,0.2207723505554576,0.1710691823899371,0.19749062754133853,0.2015353706112869
circuit_breaker,polly,50,50,1,10,4,400,1013.5,43.3,0.19255863163463233,0.1442348008385744,0.17012128671913054,0.24440958160596113
circuit_breaker,polly,50,50,1,10,4,500,2107.5,97.44999999999999,0.5783812378769176,0.5983228511530397,0.5884365261181268,0.41395468646380745
circuit_breaker,polly,50,50,1,10,6,100,555.0,42.9,0.03085875506965262,0.14088050314465406,0.10197935803568213,0.31472280231681443
circuit_breaker,polly,50,50,1,10,6,200,577.5,32.25,0.03879386351613472,0.051572327044025146,0.04563260217894864,0.25519601556875376
circuit_breaker,polly,50,50,1,10,6,300,843.0,41.7,0.13242814318462354,0.13081761006289308,0.1316253399043936,0.2065610596013608
circuit_breaker,polly,50,50,1,10,6,400,773.5,31.0,0.10791747487215658,0.041090146750524095,0.08165347984857152,0.21698731400460458
circuit_breaker,polly,50,50,1,10,6,500,1017.5,34.55,0.1939693175806736,0.07085953878406705,0.14602255031227696,0.24930182424615552
circuit_breaker,polly,50,50,1,10,8,100,548.0,45.05,0.02839005466408041,0.15890985324947585,0.11414538243748501,0.34629226303410277
circuit_breaker,polly,50,50,1,10,8,200,565.0,36.6,0.034385469934755775,0.0880503144654088,0.06684017661590733,0.28907820806538576
circuit_breaker,polly,50,50,1,10,8,300,682.5,40.150000000000006,0.07582436959971786,0.11781970649895182,0.09907274666802612,0.2508691934300341
circuit_breaker,polly,50,50,1,10,8,400,793.5,40.1,0.1149709046023629,0.11740041928721175,0.11619201210474571,0.2830426052209614
circuit_breaker,polly,50,50,1,10,8,500,882.5,39.4,0.14635866690178098,0.11153039832285112,0.1301151204267212,0.37172259739171865
circuit_breaker,polly,50,50,1,10,10,100,562.0,49.6,0.03332745547522483,0.1970649895178197,0.14132467828039,0.35678331186130335
circuit_breaker,polly,50,50,1,10,10,200,545.0,45.75,0.027332040204549463,0.16477987421383647,0.11810894836478494,0.3162556659470332
circuit_breaker,polly,50,50,1,10,10,300,632.5,45.4,0.05819079527420208,0.16184486373165616,0.12161399707879528,0.32670697830537593
circuit_breaker,polly,50,50,1,10,10,400,765.0,46.0,0.10491976723681891,0.1668763102725367,0.13938411044162133,0.321165820915901
circuit_breaker,polly,50,50,1,10,10,500,873.0,47.3,0.143008287779933,0.17777777777777773,0.1613324341931173,0.3870656276278937
circuit_breaker,polly,50,50,1,20,2,100,513.0,27.7,0.01604655263621936,0.013417190775681324,0.014790416826749447,0.20762672408921554
circuit_breaker,polly,50,50,1,20,2,200,958.5,37.150000000000006,0.173161699876565,0.0926624737945493,0.13887279854936874,0.20077060227310664
